Index,Arrival_Time,Creation_Time,x,y,z,User,Model,Device,gt
62,1424696634223,1424696632225473913,-5.8903503,0.65830994,8.179382,a,nexus4,nexus4_1,stand
63,1424696634223,1424696632230509314,-5.8736877,0.6797333000000001,8.134155,a,nexus4,nexus4_1,stand
64,1424696634227,1424696632235544714,-5.88797,0.6130829000000001,8.160339,a,nexus4,nexus4_1,stand
65,1424696634232,1424696632240580115,-5.9284362999999995,0.63093567,8.1163025,a,nexus4,nexus4_1,stand
66,1424696634237,1424696632245615515,-5.902252,0.5619049,8.123444000000001,a,nexus4,nexus4_1,stand
67,1424696634242,1424696632250650915,-5.893921,0.57618713,8.16748,a,nexus4,nexus4_1,stand
68,1424696634247,1424696632255686316,-5.8915405,0.5642853,8.113922,a,nexus4,nexus4_1,stand
69,1424696634252,1424696632260691199,-5.9224854,0.57618713,8.157959,a,nexus4,nexus4_1,stand
70,1424696634258,1424696632265726599,-5.9677124,0.5892791999999999,8.134155,a,nexus4,nexus4_1,stand
71,1424696634263,1424696632270761999,-5.88797,0.5630951,8.204376,a,nexus4,nexus4_1,stand
72,1424696634268,1424696632275827917,-5.88678,0.63093567,8.191284,a,nexus4,nexus4_1,stand
73,1424696634273,1424696632280863318,-5.957000700000001,0.5964203,8.154388,a,nexus4,nexus4_1,stand
74,1424696634278,1424696632285929236,-5.912964,0.62260437,8.193665,a,nexus4,nexus4_1,stand
75,1424696634284,1424696632290934119,-5.8915405,0.6190338000000001,8.232941,a,nexus4,nexus4_1,stand
76,1424696634294,1424696632295969519,-5.915344,0.6630706999999999,8.188903999999999,a,nexus4,nexus4_1,stand
77,1424696634294,1424696632302530798,-5.940338,0.5952301,8.213898,a,nexus4,nexus4_1,stand
79,1424696634304,1424696632312113318,-5.940338,0.64997864,8.138916,a,nexus4,nexus4_1,stand
78,1424696634304,1424696632306040320,-5.935577400000001,0.65830994,8.113922,a,nexus4,nexus4_1,stand
80,1424696634318,1424696632316111121,-5.904632599999999,0.6464081,8.16629,a,nexus4,nexus4_1,stand
81,1424696634318,1424696632322824988,-5.918915,0.6773529,8.163910000000001,a,nexus4,nexus4_1,stand
82,1424696634318,1424696632326181921,-5.9034424,0.67497253,8.152008,a,nexus4,nexus4_1,stand
83,1424696634322,1424696632331217322,-5.8903503,0.716629,8.140106,a,nexus4,nexus4_1,stand
84,1424696634327,1424696632336252722,-5.8736877,0.6844939999999999,8.130585,a,nexus4,nexus4_1,stand
85,1424696634332,1424696632341288122,-5.848694,0.68330383,8.142487,a,nexus4,nexus4_1,stand
86,1424696634337,1424696632346323523,-5.8927307,0.671402,8.203186,a,nexus4,nexus4_1,stand
87,1424696634342,1424696632351358923,-5.912964,0.70710754,8.130585,a,nexus4,nexus4_1,stand
88,1424696634348,1424696632356394324,-5.8891599999999995,0.69044495,8.147247,a,nexus4,nexus4_1,stand
89,1424696634352,1424696632361429724,-5.9224854,0.63926697,8.10083,a,nexus4,nexus4_1,stand
90,1424696634357,1424696632366465124,-5.88678,0.7130585,8.137725999999999,a,nexus4,nexus4_1,stand
91,1424696634362,1424696632371500525,-5.918915,0.6773529,8.141296,a,nexus4,nexus4_1,stand
92,1424696634368,1424696632376535925,-5.8903503,0.6547394,8.221039,a,nexus4,nexus4_1,stand
93,1424696634374,1424696632381571326,-5.853454599999999,0.67378235,8.209137,a,nexus4,nexus4_1,stand
94,1424696634377,1424696632386606726,-5.8022766,0.6595001,8.155579,a,nexus4,nexus4_1,stand
95,1424696634383,1424696632391642126,-5.7641907,0.6178435999999999,8.171051,a,nexus4,nexus4_1,stand
96,1424696634388,1424696632396677527,-5.771332,0.6428375,8.196045,a,nexus4,nexus4_1,stand
97,1424696634393,1424696632401712927,-5.8213196,0.6547394,8.174622,a,nexus4,nexus4_1,stand
98,1424696634397,1424696632406748328,-5.7820434999999994,0.63093567,8.140106,a,nexus4,nexus4_1,stand
